"","submeter","year","week","kWh"
"177","Sub_metering_2",2007,18,8.69
"178","Sub_metering_2",2007,19,17.091
"179","Sub_metering_2",2007,20,16.83
"180","Sub_metering_2",2007,21,21.216
"181","Sub_metering_2",2007,22,18.067
"182","Sub_metering_2",2007,23,17.351
"183","Sub_metering_2",2007,24,17.513
"184","Sub_metering_2",2007,25,8.58
"185","Sub_metering_2",2007,26,17.969
"186","Sub_metering_2",2007,27,20.924
"187","Sub_metering_2",2007,28,9.251
"188","Sub_metering_2",2007,29,7.829
"189","Sub_metering_2",2007,30,16.993
"190","Sub_metering_2",2007,31,0.398
"191","Sub_metering_2",2007,32,12.511
"192","Sub_metering_2",2007,33,10.581
"193","Sub_metering_2",2007,34,18.716
"194","Sub_metering_2",2007,35,9.691
"195","Sub_metering_2",2007,36,20.838
"196","Sub_metering_2",2007,37,12.074
"197","Sub_metering_2",2007,38,12.172
"198","Sub_metering_2",2007,39,28.007
"199","Sub_metering_2",2007,40,29.065
"200","Sub_metering_2",2007,41,21.419
"201","Sub_metering_2",2007,42,16.757
"202","Sub_metering_2",2007,43,13.769
"203","Sub_metering_2",2007,44,13.981
"204","Sub_metering_2",2007,45,11.724
"205","Sub_metering_2",2007,46,18.92
"206","Sub_metering_2",2007,47,15.644
"207","Sub_metering_2",2007,48,27.569
"208","Sub_metering_2",2007,49,15.232
"209","Sub_metering_2",2007,50,15.614
"210","Sub_metering_2",2007,51,16.828
"211","Sub_metering_2",2007,52,24.532
"212","Sub_metering_2",2007,53,3.457
"213","Sub_metering_2",2008,1,15.018
"214","Sub_metering_2",2008,2,7.67
"215","Sub_metering_2",2008,3,18.319
"216","Sub_metering_2",2008,4,15.177
"217","Sub_metering_2",2008,5,14.458
"218","Sub_metering_2",2008,6,16.465
"219","Sub_metering_2",2008,7,12.353
"220","Sub_metering_2",2008,8,15.422
"221","Sub_metering_2",2008,9,13.413
"222","Sub_metering_2",2008,10,17.13
"223","Sub_metering_2",2008,11,21.465
"224","Sub_metering_2",2008,12,18.374
"225","Sub_metering_2",2008,13,13.57
"226","Sub_metering_2",2008,14,15.689
"227","Sub_metering_2",2008,15,20.903
"228","Sub_metering_2",2008,16,18.324
"229","Sub_metering_2",2008,17,9.954
"230","Sub_metering_2",2008,18,10.906
"231","Sub_metering_2",2008,19,9.995
"232","Sub_metering_2",2008,20,17.508
"233","Sub_metering_2",2008,21,14.781
"234","Sub_metering_2",2008,22,12.821
"235","Sub_metering_2",2008,23,19.159
"236","Sub_metering_2",2008,24,17.629
"237","Sub_metering_2",2008,25,15.5
"238","Sub_metering_2",2008,26,10.058
"239","Sub_metering_2",2008,27,16.971
"240","Sub_metering_2",2008,28,9.888
"241","Sub_metering_2",2008,29,9.279
"242","Sub_metering_2",2008,30,4.167
"243","Sub_metering_2",2008,31,10.941
"244","Sub_metering_2",2008,32,3.471
"245","Sub_metering_2",2008,33,3.12
"246","Sub_metering_2",2008,34,2.994
"247","Sub_metering_2",2008,35,6.37
"248","Sub_metering_2",2008,36,14.443
"249","Sub_metering_2",2008,37,7.913
"250","Sub_metering_2",2008,38,10.002
"251","Sub_metering_2",2008,39,11.351
"252","Sub_metering_2",2008,40,11.048
"253","Sub_metering_2",2008,41,17.69
"254","Sub_metering_2",2008,42,23.413
"255","Sub_metering_2",2008,43,10.073
"256","Sub_metering_2",2008,44,2.401
"257","Sub_metering_2",2008,45,21.729
"258","Sub_metering_2",2008,46,11.669
"259","Sub_metering_2",2008,47,14.305
"260","Sub_metering_2",2008,48,7.456
"261","Sub_metering_2",2008,49,7.552
"262","Sub_metering_2",2008,50,10.235
"263","Sub_metering_2",2008,51,17.15
"264","Sub_metering_2",2008,52,3.722
"265","Sub_metering_2",2008,53,0.491
"266","Sub_metering_2",2009,1,19.838
"267","Sub_metering_2",2009,2,11.082
"268","Sub_metering_2",2009,3,16.22
"269","Sub_metering_2",2009,4,18.663
"270","Sub_metering_2",2009,5,15.842
"271","Sub_metering_2",2009,6,16.247
"272","Sub_metering_2",2009,7,4.859
"273","Sub_metering_2",2009,8,15.013
"274","Sub_metering_2",2009,9,11.76
"275","Sub_metering_2",2009,10,14.545
"276","Sub_metering_2",2009,11,10.74
"277","Sub_metering_2",2009,12,9.059
"278","Sub_metering_2",2009,13,10.559
"279","Sub_metering_2",2009,14,8.677
"280","Sub_metering_2",2009,15,17.43
"281","Sub_metering_2",2009,16,12.832
"282","Sub_metering_2",2009,17,10.935
"283","Sub_metering_2",2009,18,12.129
"284","Sub_metering_2",2009,19,11.997
"285","Sub_metering_2",2009,20,14.36
"286","Sub_metering_2",2009,21,8.956
"287","Sub_metering_2",2009,22,5.357
"288","Sub_metering_2",2009,23,10.875
"289","Sub_metering_2",2009,24,3.117
"290","Sub_metering_2",2009,25,6.954
"291","Sub_metering_2",2009,26,7.108
"292","Sub_metering_2",2009,27,12.9
"293","Sub_metering_2",2009,28,6.696
"294","Sub_metering_2",2009,29,6.057
"295","Sub_metering_2",2009,30,10.558
"296","Sub_metering_2",2009,31,9.04
"297","Sub_metering_2",2009,32,10.228
"298","Sub_metering_2",2009,33,10.563
"299","Sub_metering_2",2009,34,8.8
"300","Sub_metering_2",2009,35,6.669
"301","Sub_metering_2",2009,36,11.557
"302","Sub_metering_2",2009,37,7.678
"303","Sub_metering_2",2009,38,9.91
"304","Sub_metering_2",2009,39,15.643
"305","Sub_metering_2",2009,40,11.01
"306","Sub_metering_2",2009,41,12.378
"307","Sub_metering_2",2009,42,12.631
"308","Sub_metering_2",2009,43,9.066
"309","Sub_metering_2",2009,44,17.544
"310","Sub_metering_2",2009,45,9.424
"311","Sub_metering_2",2009,46,17.178
"312","Sub_metering_2",2009,47,13.36
"313","Sub_metering_2",2009,48,12.017
"314","Sub_metering_2",2009,49,9.343
"315","Sub_metering_2",2009,50,10.886
"316","Sub_metering_2",2009,51,4.438
"317","Sub_metering_2",2009,52,21.03
"318","Sub_metering_2",2009,53,0.387
"319","Sub_metering_3",2007,1,54.193
"320","Sub_metering_3",2007,2,83.356
"321","Sub_metering_3",2007,3,81.512
"322","Sub_metering_3",2007,4,72.062
"323","Sub_metering_3",2007,5,95.244
"324","Sub_metering_3",2007,6,71.798
"325","Sub_metering_3",2007,7,72.355
"326","Sub_metering_3",2007,8,62.605
"327","Sub_metering_3",2007,9,24.681
"328","Sub_metering_3",2007,10,66.004
"329","Sub_metering_3",2007,11,60.82
"330","Sub_metering_3",2007,12,82.279
"331","Sub_metering_3",2007,13,82.813
"332","Sub_metering_3",2007,14,68.183
"333","Sub_metering_3",2007,15,21.501
"334","Sub_metering_3",2007,16,45.763
"335","Sub_metering_3",2007,17,33.416
"336","Sub_metering_3",2007,18,46.655
"337","Sub_metering_3",2007,19,56.782
"338","Sub_metering_3",2007,20,50.348
"339","Sub_metering_3",2007,21,51.52
"340","Sub_metering_3",2007,22,48.905
"341","Sub_metering_3",2007,23,50.556
"342","Sub_metering_3",2007,24,45.885
"343","Sub_metering_3",2007,25,26.748
"344","Sub_metering_3",2007,26,46.721
"345","Sub_metering_3",2007,27,37.204
"346","Sub_metering_3",2007,28,42.336
"347","Sub_metering_3",2007,29,33.353
"348","Sub_metering_3",2007,30,31.129
"349","Sub_metering_3",2007,31,46.536
"350","Sub_metering_3",2007,32,60.541
"351","Sub_metering_3",2007,33,50.208
"352","Sub_metering_3",2007,34,44.542
"353","Sub_metering_3",2007,35,48.257
"354","Sub_metering_3",2007,36,53.095
"355","Sub_metering_3",2007,37,44.591
"356","Sub_metering_3",2007,38,51.023
"357","Sub_metering_3",2007,39,59.127
"358","Sub_metering_3",2007,40,62.154
"359","Sub_metering_3",2007,41,52.771
"360","Sub_metering_3",2007,42,68.548
"361","Sub_metering_3",2007,43,56.687
"362","Sub_metering_3",2007,44,39.16
"363","Sub_metering_3",2007,45,65.313
"364","Sub_metering_3",2007,46,83.825
"365","Sub_metering_3",2007,47,73.046
"366","Sub_metering_3",2007,48,82.749
"367","Sub_metering_3",2007,49,73.09
"368","Sub_metering_3",2007,50,77.874
"369","Sub_metering_3",2007,51,83.817
"370","Sub_metering_3",2007,52,85.088
"371","Sub_metering_3",2007,53,14.071
"372","Sub_metering_3",2008,1,72.474
"373","Sub_metering_3",2008,2,66.961
"374","Sub_metering_3",2008,3,70.945
"375","Sub_metering_3",2008,4,74.02
"376","Sub_metering_3",2008,5,68.187
"377","Sub_metering_3",2008,6,69.148
"378","Sub_metering_3",2008,7,70.415
"379","Sub_metering_3",2008,8,60.871
"380","Sub_metering_3",2008,9,22.116
"381","Sub_metering_3",2008,10,52.192
"382","Sub_metering_3",2008,11,70.46
"383","Sub_metering_3",2008,12,71.934
"384","Sub_metering_3",2008,13,78.04
"385","Sub_metering_3",2008,14,73.313
"386","Sub_metering_3",2008,15,87
"387","Sub_metering_3",2008,16,72.666
"388","Sub_metering_3",2008,17,45.565
"389","Sub_metering_3",2008,18,50.603
"390","Sub_metering_3",2008,19,74.073
"391","Sub_metering_3",2008,20,62.462
"392","Sub_metering_3",2008,21,70.57
"393","Sub_metering_3",2008,22,67.694
"394","Sub_metering_3",2008,23,64.671
"395","Sub_metering_3",2008,24,66.617
"396","Sub_metering_3",2008,25,79.713
"397","Sub_metering_3",2008,26,61.454
"398","Sub_metering_3",2008,27,54.154
"399","Sub_metering_3",2008,28,53.104
"400","Sub_metering_3",2008,29,53.425
"401","Sub_metering_3",2008,30,46.877
"402","Sub_metering_3",2008,31,36.898
"403","Sub_metering_3",2008,32,19.357
"404","Sub_metering_3",2008,33,12.082
"405","Sub_metering_3",2008,34,10.958
"406","Sub_metering_3",2008,35,30.221
"407","Sub_metering_3",2008,36,62.147
"408","Sub_metering_3",2008,37,63.058
"409","Sub_metering_3",2008,38,69.029
"410","Sub_metering_3",2008,39,72.45
"411","Sub_metering_3",2008,40,64.921
"412","Sub_metering_3",2008,41,72.851
"413","Sub_metering_3",2008,42,65.221
"414","Sub_metering_3",2008,43,58.102
"415","Sub_metering_3",2008,44,28.862
"416","Sub_metering_3",2008,45,60.325
"417","Sub_metering_3",2008,46,75.495
"418","Sub_metering_3",2008,47,70.006
"419","Sub_metering_3",2008,48,77.147
"420","Sub_metering_3",2008,49,78.104
"421","Sub_metering_3",2008,50,68.262
"422","Sub_metering_3",2008,51,83.281
"423","Sub_metering_3",2008,52,49.681
"424","Sub_metering_3",2008,53,19.005
"425","Sub_metering_3",2009,1,59.419
"426","Sub_metering_3",2009,2,76.428
"427","Sub_metering_3",2009,3,86.666
"428","Sub_metering_3",2009,4,70.641
"429","Sub_metering_3",2009,5,85.805
"430","Sub_metering_3",2009,6,91.659
"431","Sub_metering_3",2009,7,69.454
"432","Sub_metering_3",2009,8,56.022
"433","Sub_metering_3",2009,9,66.613
"434","Sub_metering_3",2009,10,78.637
"435","Sub_metering_3",2009,11,84.204
"436","Sub_metering_3",2009,12,65.792
"437","Sub_metering_3",2009,13,70.438
"438","Sub_metering_3",2009,14,72.04
"439","Sub_metering_3",2009,15,78.978
"440","Sub_metering_3",2009,16,67.372
"441","Sub_metering_3",2009,17,66.836
"442","Sub_metering_3",2009,18,74.598
"443","Sub_metering_3",2009,19,68.186
"444","Sub_metering_3",2009,20,72.549
"445","Sub_metering_3",2009,21,74.582
"446","Sub_metering_3",2009,22,67.268
"447","Sub_metering_3",2009,23,65.2
"448","Sub_metering_3",2009,24,44.372
"449","Sub_metering_3",2009,25,67.73
"450","Sub_metering_3",2009,26,61.584
"451","Sub_metering_3",2009,27,52.362
"452","Sub_metering_3",2009,28,39.947
"453","Sub_metering_3",2009,29,37.727
"454","Sub_metering_3",2009,30,37.811
"455","Sub_metering_3",2009,31,31.853
"456","Sub_metering_3",2009,32,35.252
"457","Sub_metering_3",2009,33,39.598
"458","Sub_metering_3",2009,34,51.606
"459","Sub_metering_3",2009,35,60.091
"460","Sub_metering_3",2009,36,60.073
"461","Sub_metering_3",2009,37,72.091
"462","Sub_metering_3",2009,38,77.871
"463","Sub_metering_3",2009,39,70.518
"464","Sub_metering_3",2009,40,69.732
"465","Sub_metering_3",2009,41,74.708
"466","Sub_metering_3",2009,42,78.048
"467","Sub_metering_3",2009,43,75.875
"468","Sub_metering_3",2009,44,70.118
"469","Sub_metering_3",2009,45,76.702
"470","Sub_metering_3",2009,46,81.652
"471","Sub_metering_3",2009,47,80.314
"472","Sub_metering_3",2009,48,79.557
"473","Sub_metering_3",2009,49,78.422
"474","Sub_metering_3",2009,50,80.956
"475","Sub_metering_3",2009,51,85.844
"476","Sub_metering_3",2009,52,95.606
"477","Sub_metering_3",2009,53,19.409
