"","submeter","year","month","day","kWh"
"91","Sub_metering_1",2007,4,1,4.629
"92","Sub_metering_1",2007,4,2,1.755
"93","Sub_metering_1",2007,4,3,3.63
"94","Sub_metering_1",2007,4,4,3.434
"95","Sub_metering_1",2007,4,5,1.086
"96","Sub_metering_1",2007,4,6,0
"97","Sub_metering_1",2007,4,7,1.127
"98","Sub_metering_1",2007,4,8,0
"99","Sub_metering_1",2007,4,9,2.667
"100","Sub_metering_1",2007,4,10,0.209
"101","Sub_metering_1",2007,4,11,0
"102","Sub_metering_1",2007,4,12,0
"103","Sub_metering_1",2007,4,13,0
"104","Sub_metering_1",2007,4,14,0
"105","Sub_metering_1",2007,4,15,0
"106","Sub_metering_1",2007,4,16,0.952
"107","Sub_metering_1",2007,4,17,1.532
"108","Sub_metering_1",2007,4,18,1.579
"109","Sub_metering_1",2007,4,19,0.733
"110","Sub_metering_1",2007,4,20,1.069
"111","Sub_metering_1",2007,4,21,6.575
"112","Sub_metering_1",2007,4,22,4.264
"113","Sub_metering_1",2007,4,23,1.402
"114","Sub_metering_1",2007,4,24,1.125
"115","Sub_metering_1",2007,4,25,0
"116","Sub_metering_1",2007,4,26,1.324
"117","Sub_metering_1",2007,4,27,1.772
"118","Sub_metering_1",2007,4,28,0
"119","Sub_metering_1",2007,4,30,1.214
"120","Sub_metering_1",2007,5,1,4.005
"121","Sub_metering_1",2007,5,2,0.007
"122","Sub_metering_1",2007,5,3,1.906
"123","Sub_metering_1",2007,5,4,2.259
"124","Sub_metering_1",2007,5,5,2.913
"125","Sub_metering_1",2007,5,6,3.215
"126","Sub_metering_1",2007,5,7,0.946
"127","Sub_metering_1",2007,5,8,4.581
"128","Sub_metering_1",2007,5,9,3.018
"129","Sub_metering_1",2007,5,10,0.946
"130","Sub_metering_1",2007,5,11,0.926
"131","Sub_metering_1",2007,5,12,2.247
"132","Sub_metering_1",2007,5,13,3.612
"133","Sub_metering_1",2007,5,14,3.176
"134","Sub_metering_1",2007,5,15,0
"135","Sub_metering_1",2007,5,16,2.213
"136","Sub_metering_1",2007,5,17,1.014
"137","Sub_metering_1",2007,5,18,3.27
"138","Sub_metering_1",2007,5,19,4.683
"139","Sub_metering_1",2007,5,20,5.42
"140","Sub_metering_1",2007,5,21,0
"141","Sub_metering_1",2007,5,22,0.931
"142","Sub_metering_1",2007,5,23,0.956
"143","Sub_metering_1",2007,5,24,0.955
"144","Sub_metering_1",2007,5,25,8.06
"145","Sub_metering_1",2007,5,26,2.373
"146","Sub_metering_1",2007,5,27,4.366
"147","Sub_metering_1",2007,5,28,4.554
"148","Sub_metering_1",2007,5,29,0
"149","Sub_metering_1",2007,5,30,2.25
"150","Sub_metering_1",2007,5,31,0.935
"151","Sub_metering_1",2007,6,1,0
"152","Sub_metering_1",2007,6,2,3.971
"153","Sub_metering_1",2007,6,3,4.985
"154","Sub_metering_1",2007,6,4,1.585
"155","Sub_metering_1",2007,6,5,4.484
"156","Sub_metering_1",2007,6,6,3.329
"157","Sub_metering_1",2007,6,7,0.985
"158","Sub_metering_1",2007,6,8,2.799
"159","Sub_metering_1",2007,6,9,0.852
"160","Sub_metering_1",2007,6,10,4.202
"161","Sub_metering_1",2007,6,11,0
"162","Sub_metering_1",2007,6,12,1.882
"163","Sub_metering_1",2007,6,13,0.957
"164","Sub_metering_1",2007,6,14,3.322
"165","Sub_metering_1",2007,6,15,2.269
"166","Sub_metering_1",2007,6,16,3.289
"167","Sub_metering_1",2007,6,17,4.124
"168","Sub_metering_1",2007,6,18,0
"169","Sub_metering_1",2007,6,19,0.973
"170","Sub_metering_1",2007,6,20,1.761
"171","Sub_metering_1",2007,6,21,0.932
"172","Sub_metering_1",2007,6,22,0
"173","Sub_metering_1",2007,6,23,0
"174","Sub_metering_1",2007,6,24,0
"175","Sub_metering_1",2007,6,25,1.985
"176","Sub_metering_1",2007,6,26,0.971
"177","Sub_metering_1",2007,6,27,2.603
"178","Sub_metering_1",2007,6,28,0
"179","Sub_metering_1",2007,6,29,4.363
"180","Sub_metering_1",2007,6,30,3.049
"181","Sub_metering_1",2007,7,1,0.969
"182","Sub_metering_1",2007,7,2,1.018
"183","Sub_metering_1",2007,7,3,0.467
"184","Sub_metering_1",2007,7,4,2.329
"185","Sub_metering_1",2007,7,5,2.922
"186","Sub_metering_1",2007,7,6,2.826
"187","Sub_metering_1",2007,7,7,0.997
"188","Sub_metering_1",2007,7,8,1.825
"189","Sub_metering_1",2007,7,9,0.923
"190","Sub_metering_1",2007,7,10,0.067
"191","Sub_metering_1",2007,7,11,1.015
"192","Sub_metering_1",2007,7,12,1.029
"193","Sub_metering_1",2007,7,13,0
"194","Sub_metering_1",2007,7,14,3.775
"195","Sub_metering_1",2007,7,15,0.862
"196","Sub_metering_1",2007,7,16,0.83
"197","Sub_metering_1",2007,7,17,0.848
"198","Sub_metering_1",2007,7,18,0.909
"199","Sub_metering_1",2007,7,19,1.068
"200","Sub_metering_1",2007,7,20,2.111
"201","Sub_metering_1",2007,7,21,0.428
"202","Sub_metering_1",2007,7,22,7.091
"203","Sub_metering_1",2007,7,23,1.747
"204","Sub_metering_1",2007,7,24,0
"205","Sub_metering_1",2007,7,25,0
"206","Sub_metering_1",2007,7,26,0.975
"207","Sub_metering_1",2007,7,27,1.837
"208","Sub_metering_1",2007,7,28,0.907
"209","Sub_metering_1",2007,7,29,0
"210","Sub_metering_1",2007,7,30,0
"211","Sub_metering_1",2007,7,31,3.277
"212","Sub_metering_1",2007,8,1,1.583
"213","Sub_metering_1",2007,8,2,0.482
"214","Sub_metering_1",2007,8,3,0.958
"215","Sub_metering_1",2007,8,4,0.552
"216","Sub_metering_1",2007,8,5,0.169
"217","Sub_metering_1",2007,8,6,1.096
"218","Sub_metering_1",2007,8,7,0.437
"219","Sub_metering_1",2007,8,8,1.055
"220","Sub_metering_1",2007,8,9,0.182
"221","Sub_metering_1",2007,8,10,0.336
"222","Sub_metering_1",2007,8,11,1.18
"223","Sub_metering_1",2007,8,12,1.123
"224","Sub_metering_1",2007,8,13,0.093
"225","Sub_metering_1",2007,8,14,0.951
"226","Sub_metering_1",2007,8,15,0.338
"227","Sub_metering_1",2007,8,16,0.962
"228","Sub_metering_1",2007,8,17,0.244
"229","Sub_metering_1",2007,8,18,0
"230","Sub_metering_1",2007,8,19,1.025
"231","Sub_metering_1",2007,8,20,1.032
"232","Sub_metering_1",2007,8,21,0
"233","Sub_metering_1",2007,8,22,3.048
"234","Sub_metering_1",2007,8,23,2.502
"235","Sub_metering_1",2007,8,24,1.891
"236","Sub_metering_1",2007,8,25,4.149
"237","Sub_metering_1",2007,8,26,1.541
"238","Sub_metering_1",2007,8,27,2.305
"239","Sub_metering_1",2007,8,28,1.038
"240","Sub_metering_1",2007,8,29,0.957
"241","Sub_metering_1",2007,8,30,3.822
"242","Sub_metering_1",2007,8,31,1.2
"243","Sub_metering_1",2007,9,1,2.497
"244","Sub_metering_1",2007,9,2,3.613
"245","Sub_metering_1",2007,9,3,0.621
"246","Sub_metering_1",2007,9,4,2.928
"247","Sub_metering_1",2007,9,5,0
"248","Sub_metering_1",2007,9,6,0
"249","Sub_metering_1",2007,9,7,3.632
"250","Sub_metering_1",2007,9,8,3.339
"251","Sub_metering_1",2007,9,9,2.184
"252","Sub_metering_1",2007,9,10,0.935
"253","Sub_metering_1",2007,9,11,0.943
"254","Sub_metering_1",2007,9,12,0
"255","Sub_metering_1",2007,9,13,1.175
"256","Sub_metering_1",2007,9,14,0.901
"257","Sub_metering_1",2007,9,15,0
"258","Sub_metering_1",2007,9,16,3.118
"259","Sub_metering_1",2007,9,17,6.651
"260","Sub_metering_1",2007,9,18,1.888
"261","Sub_metering_1",2007,9,19,0
"262","Sub_metering_1",2007,9,20,1.056
"263","Sub_metering_1",2007,9,21,3.13
"264","Sub_metering_1",2007,9,22,0.944
"265","Sub_metering_1",2007,9,23,2.831
"266","Sub_metering_1",2007,9,24,0.929
"267","Sub_metering_1",2007,9,25,0.916
"268","Sub_metering_1",2007,9,26,1.058
"269","Sub_metering_1",2007,9,27,1.066
"270","Sub_metering_1",2007,9,28,0.996
"271","Sub_metering_1",2007,9,29,4.085
"272","Sub_metering_1",2007,9,30,1.405
"273","Sub_metering_1",2007,10,1,1.507
"274","Sub_metering_1",2007,10,2,0.508
"275","Sub_metering_1",2007,10,3,0.979
"276","Sub_metering_1",2007,10,4,2.4
"277","Sub_metering_1",2007,10,5,0
"278","Sub_metering_1",2007,10,6,4.84
"279","Sub_metering_1",2007,10,7,2.498
"280","Sub_metering_1",2007,10,8,0
"281","Sub_metering_1",2007,10,9,2.034
"282","Sub_metering_1",2007,10,10,1.863
"283","Sub_metering_1",2007,10,11,2.63
"284","Sub_metering_1",2007,10,12,1.02
"285","Sub_metering_1",2007,10,13,0.969
"286","Sub_metering_1",2007,10,14,2.93
"287","Sub_metering_1",2007,10,15,1.061
"288","Sub_metering_1",2007,10,16,0
"289","Sub_metering_1",2007,10,17,1.065
"290","Sub_metering_1",2007,10,18,1.162
"291","Sub_metering_1",2007,10,19,1.299
"292","Sub_metering_1",2007,10,20,2.363
"293","Sub_metering_1",2007,10,21,3.712
"294","Sub_metering_1",2007,10,22,0
"295","Sub_metering_1",2007,10,23,1.067
"296","Sub_metering_1",2007,10,24,4.459
"297","Sub_metering_1",2007,10,25,1.478
"298","Sub_metering_1",2007,10,26,0
"299","Sub_metering_1",2007,10,27,1.374
"300","Sub_metering_1",2007,10,28,0
"301","Sub_metering_1",2007,10,29,0
"302","Sub_metering_1",2007,10,30,0
"303","Sub_metering_1",2007,10,31,0
"304","Sub_metering_1",2007,11,1,0
"305","Sub_metering_1",2007,11,2,1.346
"306","Sub_metering_1",2007,11,3,0
"307","Sub_metering_1",2007,11,4,0
"308","Sub_metering_1",2007,11,5,1.265
"309","Sub_metering_1",2007,11,6,1.105
"310","Sub_metering_1",2007,11,7,5.042
"311","Sub_metering_1",2007,11,8,1.715
"312","Sub_metering_1",2007,11,9,0
"313","Sub_metering_1",2007,11,10,3.697
"314","Sub_metering_1",2007,11,11,3.445
"315","Sub_metering_1",2007,11,12,1.018
"316","Sub_metering_1",2007,11,13,0.978
"317","Sub_metering_1",2007,11,14,1.055
"318","Sub_metering_1",2007,11,15,1.606
"319","Sub_metering_1",2007,11,16,1.991
"320","Sub_metering_1",2007,11,17,2.588
"321","Sub_metering_1",2007,11,18,5.201
"322","Sub_metering_1",2007,11,19,1.089
"323","Sub_metering_1",2007,11,20,1.015
"324","Sub_metering_1",2007,11,21,1.139
"325","Sub_metering_1",2007,11,22,2.867
"326","Sub_metering_1",2007,11,23,2.168
"327","Sub_metering_1",2007,11,24,1.573
"328","Sub_metering_1",2007,11,25,3.556
"329","Sub_metering_1",2007,11,26,1.088
"330","Sub_metering_1",2007,11,27,1.063
"331","Sub_metering_1",2007,11,28,1.182
"332","Sub_metering_1",2007,11,29,2.031
"333","Sub_metering_1",2007,11,30,0
"334","Sub_metering_1",2007,12,1,9.356
"335","Sub_metering_1",2007,12,2,2.09
"336","Sub_metering_1",2007,12,3,1.141
"337","Sub_metering_1",2007,12,4,1.012
"338","Sub_metering_1",2007,12,5,3.422
"339","Sub_metering_1",2007,12,6,4.751
"340","Sub_metering_1",2007,12,7,0.459
"341","Sub_metering_1",2007,12,8,1.133
"342","Sub_metering_1",2007,12,9,4.176
"343","Sub_metering_1",2007,12,10,1.102
"344","Sub_metering_1",2007,12,11,1.05
"345","Sub_metering_1",2007,12,12,1.152
"346","Sub_metering_1",2007,12,13,1.103
"347","Sub_metering_1",2007,12,14,0.98
"348","Sub_metering_1",2007,12,15,1.706
"349","Sub_metering_1",2007,12,16,3.41
"350","Sub_metering_1",2007,12,17,1.636
"351","Sub_metering_1",2007,12,18,1.123
"352","Sub_metering_1",2007,12,19,1.233
"353","Sub_metering_1",2007,12,20,1.859
"354","Sub_metering_1",2007,12,21,1.191
"355","Sub_metering_1",2007,12,22,3.819
"356","Sub_metering_1",2007,12,23,1.971
"357","Sub_metering_1",2007,12,24,2.985
"358","Sub_metering_1",2007,12,25,4.588
"359","Sub_metering_1",2007,12,26,1.109
"360","Sub_metering_1",2007,12,27,4.122
"361","Sub_metering_1",2007,12,28,1.98
"362","Sub_metering_1",2007,12,29,4.836
"363","Sub_metering_1",2007,12,30,3.595
"364","Sub_metering_1",2007,12,31,0
"365","Sub_metering_1",2008,1,1,2.461
"366","Sub_metering_1",2008,1,2,0
"367","Sub_metering_1",2008,1,3,1.13
"368","Sub_metering_1",2008,1,4,1.241
"369","Sub_metering_1",2008,1,5,2.113
"370","Sub_metering_1",2008,1,6,1.966
"371","Sub_metering_1",2008,1,7,1.288
"372","Sub_metering_1",2008,1,8,2.197
"373","Sub_metering_1",2008,1,9,1.162
"374","Sub_metering_1",2008,1,10,1.307
"375","Sub_metering_1",2008,1,11,1.261
"376","Sub_metering_1",2008,1,12,5.594
"377","Sub_metering_1",2008,1,13,6.505
"378","Sub_metering_1",2008,1,14,5.918
"379","Sub_metering_1",2008,1,15,0.782
"380","Sub_metering_1",2008,1,16,1.162
"381","Sub_metering_1",2008,1,17,1.007
"382","Sub_metering_1",2008,1,18,1.034
"383","Sub_metering_1",2008,1,19,2.521
"384","Sub_metering_1",2008,1,20,1.775
"385","Sub_metering_1",2008,1,21,0
"386","Sub_metering_1",2008,1,22,4.67
"387","Sub_metering_1",2008,1,23,1.116
"388","Sub_metering_1",2008,1,24,1.107
"389","Sub_metering_1",2008,1,25,0
"390","Sub_metering_1",2008,1,26,4.925
"391","Sub_metering_1",2008,1,27,3.725
"392","Sub_metering_1",2008,1,28,1.142
"393","Sub_metering_1",2008,1,29,1.487
"394","Sub_metering_1",2008,1,30,0
"395","Sub_metering_1",2008,1,31,1.165
"396","Sub_metering_1",2008,2,1,0.336
"397","Sub_metering_1",2008,2,2,6.247
"398","Sub_metering_1",2008,2,3,2.319
"399","Sub_metering_1",2008,2,4,1.161
"400","Sub_metering_1",2008,2,5,1.098
"401","Sub_metering_1",2008,2,6,2.114
"402","Sub_metering_1",2008,2,7,0
"403","Sub_metering_1",2008,2,8,0.94
"404","Sub_metering_1",2008,2,9,2.05
"405","Sub_metering_1",2008,2,10,2.562
"406","Sub_metering_1",2008,2,11,1.018
"407","Sub_metering_1",2008,2,12,2.009
"408","Sub_metering_1",2008,2,13,2.53
"409","Sub_metering_1",2008,2,14,1.3
"410","Sub_metering_1",2008,2,15,1.109
"411","Sub_metering_1",2008,2,16,1.076
"412","Sub_metering_1",2008,2,17,3.182
"413","Sub_metering_1",2008,2,18,0
"414","Sub_metering_1",2008,2,19,1.881
"415","Sub_metering_1",2008,2,20,3.655
"416","Sub_metering_1",2008,2,21,0
"417","Sub_metering_1",2008,2,22,1.167
"418","Sub_metering_1",2008,2,23,1.684
"419","Sub_metering_1",2008,2,24,0.754
"420","Sub_metering_1",2008,2,25,0
"421","Sub_metering_1",2008,2,26,0
"422","Sub_metering_1",2008,2,27,0
"423","Sub_metering_1",2008,2,28,0
"424","Sub_metering_1",2008,2,29,0
"425","Sub_metering_1",2008,3,1,0
"426","Sub_metering_1",2008,3,2,0
"427","Sub_metering_1",2008,3,3,0
"428","Sub_metering_1",2008,3,4,1.249
"429","Sub_metering_1",2008,3,5,1.145
"430","Sub_metering_1",2008,3,6,1.082
"431","Sub_metering_1",2008,3,7,1.235
"432","Sub_metering_1",2008,3,8,6.286
"433","Sub_metering_1",2008,3,9,2.607
"434","Sub_metering_1",2008,3,10,2.009
"435","Sub_metering_1",2008,3,11,1.271
"436","Sub_metering_1",2008,3,12,1.12
"437","Sub_metering_1",2008,3,13,3.263
"438","Sub_metering_1",2008,3,14,0.98
"439","Sub_metering_1",2008,3,15,2.55
"440","Sub_metering_1",2008,3,16,2.394
"441","Sub_metering_1",2008,3,17,0.236
"442","Sub_metering_1",2008,3,18,1.156
"443","Sub_metering_1",2008,3,19,2.11
"444","Sub_metering_1",2008,3,20,1.107
"445","Sub_metering_1",2008,3,21,2.171
"446","Sub_metering_1",2008,3,22,3.322
"447","Sub_metering_1",2008,3,23,6.279
"448","Sub_metering_1",2008,3,24,1.131
"449","Sub_metering_1",2008,3,25,2.246
"450","Sub_metering_1",2008,3,26,2.547
"451","Sub_metering_1",2008,3,27,0
"452","Sub_metering_1",2008,3,28,2.325
"453","Sub_metering_1",2008,3,29,5.153
"454","Sub_metering_1",2008,3,30,5.045
"455","Sub_metering_1",2008,3,31,1.091
"456","Sub_metering_1",2008,4,1,1.079
"457","Sub_metering_1",2008,4,2,1.106
"458","Sub_metering_1",2008,4,3,0
"459","Sub_metering_1",2008,4,4,2.133
"460","Sub_metering_1",2008,4,5,2.929
"461","Sub_metering_1",2008,4,6,1.124
"462","Sub_metering_1",2008,4,7,2.42
"463","Sub_metering_1",2008,4,8,2.752
"464","Sub_metering_1",2008,4,9,0
"465","Sub_metering_1",2008,4,10,3.261
"466","Sub_metering_1",2008,4,11,1.802
"467","Sub_metering_1",2008,4,12,7.076
"468","Sub_metering_1",2008,4,13,2.554
"469","Sub_metering_1",2008,4,14,0
"470","Sub_metering_1",2008,4,15,1.174
"471","Sub_metering_1",2008,4,16,0.838
"472","Sub_metering_1",2008,4,17,1.719
"473","Sub_metering_1",2008,4,18,2.174
"474","Sub_metering_1",2008,4,19,4.319
"475","Sub_metering_1",2008,4,20,1.03
"476","Sub_metering_1",2008,4,21,0
"477","Sub_metering_1",2008,4,22,0.971
"478","Sub_metering_1",2008,4,23,1.38
"479","Sub_metering_1",2008,4,24,1.263
"480","Sub_metering_1",2008,4,25,0.824
"481","Sub_metering_1",2008,4,26,0
"482","Sub_metering_1",2008,4,27,0.693
"483","Sub_metering_1",2008,4,28,0
"484","Sub_metering_1",2008,4,29,1.402
"485","Sub_metering_1",2008,4,30,1.057
"486","Sub_metering_1",2008,5,1,0
"487","Sub_metering_1",2008,5,2,3.114
"488","Sub_metering_1",2008,5,3,0.996
"489","Sub_metering_1",2008,5,4,2.196
"490","Sub_metering_1",2008,5,5,1.008
"491","Sub_metering_1",2008,5,6,1.354
"492","Sub_metering_1",2008,5,7,1.03
"493","Sub_metering_1",2008,5,8,3.667
"494","Sub_metering_1",2008,5,9,2.229
"495","Sub_metering_1",2008,5,10,6.95
"496","Sub_metering_1",2008,5,11,0.563
"497","Sub_metering_1",2008,5,12,2.082
"498","Sub_metering_1",2008,5,13,0.823
"499","Sub_metering_1",2008,5,14,2.467
"500","Sub_metering_1",2008,5,15,0.868
"501","Sub_metering_1",2008,5,16,2.228
"502","Sub_metering_1",2008,5,17,2.158
"503","Sub_metering_1",2008,5,18,1.775
"504","Sub_metering_1",2008,5,19,1.014
"505","Sub_metering_1",2008,5,20,1.352
"506","Sub_metering_1",2008,5,21,1.989
"507","Sub_metering_1",2008,5,22,0.996
"508","Sub_metering_1",2008,5,23,0
"509","Sub_metering_1",2008,5,24,1.027
"510","Sub_metering_1",2008,5,25,4.307
"511","Sub_metering_1",2008,5,26,0.985
"512","Sub_metering_1",2008,5,27,0
"513","Sub_metering_1",2008,5,28,3.138
"514","Sub_metering_1",2008,5,29,1.004
"515","Sub_metering_1",2008,5,30,0
"516","Sub_metering_1",2008,5,31,1.764
"517","Sub_metering_1",2008,6,1,1.906
"518","Sub_metering_1",2008,6,2,0.96
"519","Sub_metering_1",2008,6,3,2.897
"520","Sub_metering_1",2008,6,4,1.55
"521","Sub_metering_1",2008,6,5,1.747
"522","Sub_metering_1",2008,6,6,1.009
"523","Sub_metering_1",2008,6,7,2.379
"524","Sub_metering_1",2008,6,8,2.536
"525","Sub_metering_1",2008,6,9,1.967
"526","Sub_metering_1",2008,6,10,0.907
"527","Sub_metering_1",2008,6,11,0.977
"528","Sub_metering_1",2008,6,12,1.951
"529","Sub_metering_1",2008,6,13,2.809
"530","Sub_metering_1",2008,6,14,1.862
"531","Sub_metering_1",2008,6,15,6.471
"532","Sub_metering_1",2008,6,16,1.98
"533","Sub_metering_1",2008,6,17,1.08
"534","Sub_metering_1",2008,6,18,7.549
"535","Sub_metering_1",2008,6,19,3.411
"536","Sub_metering_1",2008,6,20,2.948
"537","Sub_metering_1",2008,6,21,0.94
"538","Sub_metering_1",2008,6,22,4.705
"539","Sub_metering_1",2008,6,23,2.6
"540","Sub_metering_1",2008,6,24,2.779
"541","Sub_metering_1",2008,6,25,2.773
"542","Sub_metering_1",2008,6,26,0.921
"543","Sub_metering_1",2008,6,27,4.159
"544","Sub_metering_1",2008,6,28,0
"545","Sub_metering_1",2008,6,29,0.955
"546","Sub_metering_1",2008,6,30,0
"547","Sub_metering_1",2008,7,1,3.465
"548","Sub_metering_1",2008,7,2,0.962
"549","Sub_metering_1",2008,7,3,0.958
"550","Sub_metering_1",2008,7,4,0
"551","Sub_metering_1",2008,7,5,1.875
"552","Sub_metering_1",2008,7,6,4.258
"553","Sub_metering_1",2008,7,7,2.171
"554","Sub_metering_1",2008,7,8,0.991
"555","Sub_metering_1",2008,7,9,0.951
"556","Sub_metering_1",2008,7,10,0.982
"557","Sub_metering_1",2008,7,11,0.724
"558","Sub_metering_1",2008,7,12,4.436
"559","Sub_metering_1",2008,7,13,1.671
"560","Sub_metering_1",2008,7,14,2.564
"561","Sub_metering_1",2008,7,15,0.968
"562","Sub_metering_1",2008,7,16,1.537
"563","Sub_metering_1",2008,7,17,1.122
"564","Sub_metering_1",2008,7,18,1.143
"565","Sub_metering_1",2008,7,19,2.941
"566","Sub_metering_1",2008,7,20,1.943
"567","Sub_metering_1",2008,7,21,1.698
"568","Sub_metering_1",2008,7,22,0
"569","Sub_metering_1",2008,7,23,1.233
"570","Sub_metering_1",2008,7,24,0.837
"571","Sub_metering_1",2008,7,25,1.168
"572","Sub_metering_1",2008,7,26,0
"573","Sub_metering_1",2008,7,27,1.063
"574","Sub_metering_1",2008,7,28,0
"575","Sub_metering_1",2008,7,29,1.571
"576","Sub_metering_1",2008,7,30,2.548
"577","Sub_metering_1",2008,7,31,1.533
"578","Sub_metering_1",2008,8,1,0.586
"579","Sub_metering_1",2008,8,2,0
"580","Sub_metering_1",2008,8,3,0
"581","Sub_metering_1",2008,8,4,0.596
"582","Sub_metering_1",2008,8,5,0.635
"583","Sub_metering_1",2008,8,6,0
"584","Sub_metering_1",2008,8,7,0
"585","Sub_metering_1",2008,8,8,0
"586","Sub_metering_1",2008,8,9,0
"587","Sub_metering_1",2008,8,10,0
"588","Sub_metering_1",2008,8,11,0
"589","Sub_metering_1",2008,8,12,0
"590","Sub_metering_1",2008,8,13,0
"591","Sub_metering_1",2008,8,14,0
"592","Sub_metering_1",2008,8,15,0
"593","Sub_metering_1",2008,8,16,0
"594","Sub_metering_1",2008,8,17,0
"595","Sub_metering_1",2008,8,18,0
"596","Sub_metering_1",2008,8,19,0
"597","Sub_metering_1",2008,8,20,0
"598","Sub_metering_1",2008,8,21,0
"599","Sub_metering_1",2008,8,22,0
"600","Sub_metering_1",2008,8,23,0
"601","Sub_metering_1",2008,8,24,0
"602","Sub_metering_1",2008,8,25,0
"603","Sub_metering_1",2008,8,26,0
"604","Sub_metering_1",2008,8,27,0
"605","Sub_metering_1",2008,8,28,0
"606","Sub_metering_1",2008,8,29,0
"607","Sub_metering_1",2008,8,30,0
"608","Sub_metering_1",2008,8,31,2.056
"609","Sub_metering_1",2008,9,1,0.95
"610","Sub_metering_1",2008,9,2,4.273
"611","Sub_metering_1",2008,9,3,1.326
"612","Sub_metering_1",2008,9,4,2.225
"613","Sub_metering_1",2008,9,5,0.379
"614","Sub_metering_1",2008,9,6,2.948
"615","Sub_metering_1",2008,9,7,3.612
"616","Sub_metering_1",2008,9,8,0.747
"617","Sub_metering_1",2008,9,9,0.236
"618","Sub_metering_1",2008,9,10,1.009
